party,topic,text,label
Bloc Québécois,Defence,She wants tougher penalties for border smugglers.,3
Bloc Québécois,Defence,It calls for harsher penalties for cross-border smugglers.,3
Bloc Québécois,Defence,It wants tougher penalties for border smugglers.,3
Bloc Québécois,Defence,It wants harsher penalties for border smugglers.,3
Bloc Québécois,Defence,It wants severe punishments for border smugglers.,3
Green,Defence,The Greens have not committed to meeting NATO's defence spending target of 2% of Canada's GDP by 2032.,4
Green,Defence,The Greens have not committed to meeting NATO's defense spending target of two percent of Canada's GDP by 2032.,4
Green,Defence,The Greens have not committed to meeting NATO's defense target of two percent of Canada's GDP by 2032.,4
Green,Defence,The Greens are not committed to meeting NATO's defense spending target of two percent of Canada's GDP by 2032.,4
Green,Defence,The Green Party has not committed to meeting the NATO defense spending target of two percent of Canada's GDP by 2032.,4
Green,Defence,They would suspend the contract for US-built F-35 fighter jets and consider acquiring French Rafale or Swedish Gripen fighters instead and securing production and maintenance jobs in Canada.,4
Green,Defence,They would cancel the contract for the US-built F-35 fighter jets and consider acquiring French Rafale or Swedish Gripen fighters instead and finding production and maintenance jobs in Canada.,4
Green,Defence,They would cancel the contract for US-built F-35 fighter jets and instead consider acquiring French Rafale or Swedish Gripen fighter jets as well as securing production and maintenance jobs in Canada.,4
Green,Defence,They will suspend contracts for US-made F-35 fighter jets and consider buying French Rafale or Swedish Gripen fighters and securing production and maintenance jobs in Canada.,4
Green,Defence,"They would put on hold the contract for the American-made F-35 fighter jets and consider buying the French Rafale or Swedish Gripen fighter jets instead, with production and maintenance jobs in Canada.",4
Green,Defence,They would increase domestic production of artillery and ammunition and stimulate investment to create ammunition reserves.,4
Green,Defence,They would increase domestic production of tanks and ammunition and increase investment to create ammunition reserves.,4
Green,Defence,They would increase domestic production of artillery and ammunition and increase investment in creating ammunition reserves.,4
Green,Defence,They will increase domestic artillery and ammunition production and increase investment in creating ammunition reserves.,4
Green,Defence,They will increase domestic artillery and ammunition production and increase investments to build ammunition reserves.,4
Green,Defence,They would join the development process of the German-Norwegian Type 212CD submarine,4
Green,Defence,They would join the development process of the Norwegian-German Type 212CD submarine.,4
Green,Defence,They would join the Norwegian-German development process for Type 212CD submarines,4
Green,Defence,They will join the development process of the Norwegian-German Type 212CD submarine,4
Green,Defence,They will join the Norwegian-German Type 212CD submarine development process.,4
Green,Defence,They would strengthen Arctic and coastal security with more patrols and better equipment,4
Green,Defence,They would strengthen Arctic and coastal security with more patrols and better equipment,4
Green,Defence,They would strengthen security in the Arctic and the coasts with more patrols and better equipment.,4
Green,Defence,They will strengthen Arctic and coastal security with more patrols and better equipment,4
Green,Defence,They will strengthen Arctic and coastal defenses with more patrols and better equipment.,4
Green,Defence,They would revise Canadian military doctrine to take into account the United States.,4
Green,Defence,They would revise Canadian Military Doctrine to account for the U.S.,4
Green,Defence,They would revise Canadian military doctrine to take into account the US,4
Green,Defence,They will revise Canada's Military Doctrine to account for the US,4
Green,Defence,They will revise Canadian military doctrine to account for the United States.,4
Green,Defence,threaten Canadian sovereignty,4
Green,Defence,threatening Canadian independence,4
Green,Defence,threatens Canadian sovereignty,4
Green,Defence,threatens Canadian sovereignty,4
Green,Defence,Threatens Canadian sovereignty,4
Green,Defence,"They would stop selling arms to countries that ""violate human rights.""",4
Green,Defence,"They would stop selling weapons to countries that ""abuse human rights.""",4
Green,Defence,"They would stop selling weapons to countries that ""violate human rights.""",4
Green,Defence,"They will stop selling weapons to countries that ""abuse human rights.""",4
Green,Defence,"They will stop selling weapons to countries that ""abuse human rights.""",4
People's Party,Defence,She would prioritize relations with the United States.,5
People's Party,Defence,It would prioritize relations with the U.S.,5
People's Party,Defence,It would prioritize relations with the US,5
People's Party,Defence,It will prioritize relations with the US,5
People's Party,Defence,This will prioritize relations with the United States.,5
People's Party,Defence,for our defense.,5
People's Party,Defence,for our defense.,5
People's Party,Defence,for our defense.,5
People's Party,Defence,for our defense.,5
People's Party,Defence,For our safety.,5
Liberal,Foreign policy,The Liberals would try to strengthen ties with allies who share Canada's values.,0
Liberal,Foreign policy,Liberals would seek to strengthen ties with allies who share Canadian values,0
Liberal,Foreign policy,The Liberals would seek to strengthen ties with allies who share Canada's values.,0
Liberal,Foreign policy,The Liberals will seek to strengthen ties with allies who share Canadian values,0
Liberal,Foreign policy,The Liberals will seek to strengthen ties with allies who share Canada's values.,0
Liberal,Foreign policy,They would impose sanctions on Russia to push for a ceasefire with Ukraine.,0
Liberal,Foreign policy,They would impose sanctions on Russia to force a ceasefire with Ukraine.,0
Liberal,Foreign policy,They would impose sanctions on Russia to push for a ceasefire with Ukraine.,0
Liberal,Foreign policy,They will impose sanctions on Russia to encourage a ceasefire with Ukraine.,0
Liberal,Foreign policy,They will impose sanctions on Russia to establish a ceasefire with Ukraine.,0
Conservative,Foreign policy,Conservatives would cut foreign aid and divert money to the Canadian military,1
Conservative,Foreign policy,The Conservatives would cut foreign aid and redirect the money to the Canadian military.,1
Conservative,Foreign policy,The Conservatives would cut foreign aid and redirect the money to Canada's military.,1
Conservative,Foreign policy,Conservatives would cut foreign aid and shift money to Canada's military,1
Conservative,Foreign policy,The Conservatives would cut foreign aid and redirect the money to Canada's military.,1
Conservative,Foreign policy,"They would support Ukraine by selling Canadian oil from proposed pipeline projects like Energy East, which TransCanada canceled in 2017.",1
Conservative,Foreign policy,"They would support Ukraine by selling Canadian oil from proposed pipeline projects like Energy East, which TransCanada canceled in 2017.",1
Conservative,Foreign policy,"They would support Ukraine by selling Canadian oil from proposed pipeline projects like Energy East, which TransCanada shut down in 2017.",1
Conservative,Foreign policy,"They would support Ukraine by selling Canadian oil from proposed pipeline projects like Energy East, which TransCanada canceled in 2017.",1
Conservative,Foreign policy,"They would support Ukraine by selling Canadian oil from proposed pipeline projects like Energy East, which TransCanada canceled in 2017.",1
Conservative,Foreign policy,They want Ukraine to participate in all peace negotiations related to the war.,1
Conservative,Foreign policy,They want Ukraine to be part of all peace talks regarding the war,1
Conservative,Foreign policy,They want Ukraine to be part of any peace negotiations related to the war,1
Conservative,Foreign policy,They want Ukraine to be part of any peace talks related to the war,1
Conservative,Foreign policy,They want Ukraine to be part of all peace talks related to the war.,1
Conservative,Foreign policy,The party opposes Russia's membership in the G7.,1
Conservative,Foreign policy,The party opposes Russia joining the G7.,1
Conservative,Foreign policy,The party is against Russia joining the G7.,1
Conservative,Foreign policy,The party is against Russia joining the G7.,1
Conservative,Foreign policy,The party opposes Russia's inclusion in the G7.,1
New Democrat,Foreign policy,The New Democrats would aim to spend 0.7% of gross national income on international aid and invest in the foreign service.,2
New Democrat,Foreign policy,The New Democrats will aim to contribute 0.7 percent of gross domestic product to international aid and invest in foreign service.,2
New Democrat,Foreign policy,New Democrats would strive to contribute 0.7 percent of gross national income to international aid and invest in foreign service.,2
New Democrat,Foreign policy,The New Democrats intend to contribute 0.7 percent of gross national income to international aid and investment in foreign services.,2
New Democrat,Foreign policy,The New Democrats aim to contribute 0.7 percent of gross national income to international aid and invest in the Foreign Service.,2
New Democrat,Foreign policy,"They would create a 500-member rapid reaction force, ready to be deployed as part of UN peacekeeping missions.",2
New Democrat,Foreign policy,"They would create a 500-member Quick Reaction Force, which would be ready to be deployed in UN peacekeeping missions.",2
New Democrat,Foreign policy,"They would create a rapid reaction force of 500 members, who would be ready to be deployed in UN peacekeeping missions.",2
New Democrat,Foreign policy,"They will create a 500-member Rapid Reaction Force, which will be ready to deploy on UN peacekeeping missions.",2
New Democrat,Foreign policy,"They will create a 500-member rapid reaction force, ready to be deployed in UN peacekeeping missions.",2
New Democrat,Foreign policy,They would ratify the Treaty on the Prohibition of Nuclear Weapons.,2
New Democrat,Foreign policy,They would ratify the Treaty on the Prohibition of Nuclear Weapons.,2
New Democrat,Foreign policy,They would ratify the Treaty on the Prohibition of Nuclear Weapons.,2
New Democrat,Foreign policy,They will ratify the Treaty on the Prohibition of Nuclear Weapons.,2
New Democrat,Foreign policy,They will ratify the Treaty on the Prohibition of Nuclear Weapons.,2
Bloc Québécois,Foreign policy,The Bloc supports Ukrainian sovereignty,3
Bloc Québécois,Foreign policy,Bloc supports Ukrainian independence,3
Bloc Québécois,Foreign policy,The bloc supports Ukrainian sovereignty,3
Bloc Québécois,Foreign policy,Bloc supports Ukrainian sovereignty,3
Bloc Québécois,Foreign policy,This federation supports Ukrainian sovereignty.,3
Bloc Québécois,Foreign policy,"It would devote up to 0.7% of Canada's gross national income to foreign aid and would prioritize support for education, health, climate change adaptation and poverty reduction.",3
Bloc Québécois,Foreign policy,"It would allocate up to 0.7 percent of Canada's gross domestic product for foreign aid and prioritize supporting education, health, climate change adaptation, and poverty reduction.",3
Bloc Québécois,Foreign policy,"It would allocate up to 0.7 percent of Canada's gross national income for foreign aid and prioritize support for education, health, climate adaptation and poverty reduction.",3
Bloc Québécois,Foreign policy,"It would provide up to 0.7 percent of Canada's gross national income for foreign assistance and prioritize supporting education, health, climate change adaptation and poverty reduction.",3
Bloc Québécois,Foreign policy,"It would allocate up to 0.7 percent of Canada's gross national income for foreign aid and prioritize education, health, climate change adaptation, and poverty reduction.",3
Bloc Québécois,Foreign policy,"He would like Canada to contribute more to supporting international organizations, such as the World Health Organization, to compensate for American budget cuts.",3
Bloc Québécois,Foreign policy,"It would like Canada to contribute more to support international organizations, such as the World Health Organization, to offset U.S. cuts.",3
Bloc Québécois,Foreign policy,"One would like Canada to contribute more to support international organizations, such as the World Health Organization, to compensate for the cuts in the United States.",3
Bloc Québécois,Foreign policy,"It wants Canada to contribute more to support international organizations, such as the World Health Organization, to offset U.S. cuts.",3
Bloc Québécois,Foreign policy,"It wants Canada to contribute more to support international organizations like the World Health Organization, to offset US cuts.",3
Bloc Québécois,Foreign policy,The administration of President Donald Trump,3
Bloc Québécois,Foreign policy,The administration of President Donald Trump,3
Bloc Québécois,Foreign policy,President Donald Trump's administration,3
Bloc Québécois,Foreign policy,President Donald Trump's administration,3
Bloc Québécois,Foreign policy,President Donald Trump's administration,3
Bloc Québécois,Foreign policy,"It would prioritize relations with French-speaking countries, particularly those in Africa.",3
Bloc Québécois,Foreign policy,"It would prioritize relations with French-speaking nations, especially those in Africa.",3
Bloc Québécois,Foreign policy,"It would prioritize relations with French-speaking countries, especially those in Africa.",3
Bloc Québécois,Foreign policy,"This will prioritize relations with French-speaking nations, especially those in Africa.",3
Bloc Québécois,Foreign policy,"It will prioritize relations with French-speaking countries, especially those in Africa.",3
Green,Foreign policy,"The Greens would support Ukraine by ""demonstrating economic and moral support."" They would stop selling arms to countries that violate human rights.",4
Green,Foreign policy,"The Greens would support Ukraine by ""showing economic and moral support."" They would stop selling arms to countries that abuse human rights.",4
Green,Foreign policy,"The Greens would support Ukraine by ""showing financial and moral support"". They would stop selling weapons to countries that violate human rights.",4
Green,Foreign policy,"The Greens will support Ukraine by ""demonstrating economic and moral support."" They will stop selling weapons to countries that abuse human rights.",4
Green,Foreign policy,The Greens will support Ukraine by “demonstrating economic and moral support.” They will stop selling weapons to countries that abuse human rights.,4
Green,Foreign policy,They would support the International Criminal Court and the International Court of Justice,4
Green,Foreign policy,They would support the International Criminal Court and the International Court of Justice.,4
Green,Foreign policy,They would support the International Criminal Court and the International Court of Justice,4
Green,Foreign policy,They will support the International Criminal Court and the International Court of Justice.,4
Green,Foreign policy,They will support the International Criminal Court and the International Court of Justice.,4
Green,Foreign policy,The party would recognize a Palestinian state,4
Green,Foreign policy,The party would recognize the state of Palestine,4
Green,Foreign policy,The party would recognize a Palestinian state,4
Green,Foreign policy,The party will recognize the state of Palestine,4
Green,Foreign policy,That party will recognize the Palestinian state.,4
Green,Foreign policy,They would offer the UN an alternative seat in Canada,4
Green,Foreign policy,They would give the UN an alternative headquarters in Canada.,4
Green,Foreign policy,They would offer the UN an alternative headquarters in Canada,4
Green,Foreign policy,They will offer the UN an alternative headquarters in Canada,4
Green,Foreign policy,They will provide the UN with an alternative headquarters in Canada.,4
Green,Foreign policy,"They want to form a coalition with their European and Pacific allies to increase funding for places and programs that USAID no longer serves, in light of budget cuts made by the Trump administration.",4
Green,Foreign policy,"They want to form a coalition with European and Pacific partners to increase funding for areas and programs that USAID no longer serves, given funding cuts by the Trump administration.",4
Green,Foreign policy,"They want to form a coalition with European and Pacific allies to increase funding for places and programs that USAID no longer serves, in light of the Trump administration's funding cuts.",4
Green,Foreign policy,"They want to form a coalition with European and Pacific allies to boost funding for places and programs that USAID no longer serves, due to funding cuts by the Trump administration.",4
Green,Foreign policy,"In light of the Trump administration's funding cuts, they want to form a coalition with European and Pacific allies to increase funding for places and programs that USAID no longer serves.",4
People's Party,Foreign policy,"Canada would not get involved in foreign conflicts like the war in Ukraine, ""unless it has a compelling strategic interest."" It would withdraw from all UN commitments (including the Sustainable Development Goals, the Global Compact on Migration, and the Paris Agreement on climate change) and reduce its presence in UN institutions.",5
People's Party,Foreign policy,"It would not engage in foreign conflicts such as the war in Ukraine, “unless we have a compelling strategic interest in doing so.” It would withdraw from all United Nations commitments (including the Sustainable Development Goals, the International Compact on Migration and the Paris Agreement on Climate Change) and reduce Canada’s presence in UN institutions.",5
People's Party,Foreign policy,"Canada would not engage in foreign conflicts such as the war in Ukraine, ""unless we have a compelling strategic interest in doing so."" Canada would withdraw from all UN commitments (including the UN Sustainable Development Goals, the Global Compact on Migration, and the Paris Agreement on Climate Change) and reduce Canada's presence in UN institutions.",5
People's Party,Foreign policy,"It will not engage in foreign conflicts such as the war in Ukraine, “unless we have a strong strategic interest in doing so.” It will withdraw from all UN commitments (including the Sustainable Development Goals, the Global Compact on Migration and the Paris Agreement on Climate Change) and reduce Canada’s presence in UN institutions.",5
People's Party,Foreign policy,"“It would not engage in foreign conflicts like the Ukraine war unless we had a compelling strategic interest.” It would withdraw from all UN commitments (including the Sustainable Development Goals, the Global Compact on Migration, and the Paris Agreement on Climate Change) and reduce Canada’s presence in UN institutions.",5
People's Party,Foreign policy,"It would phase out development aid and focus Canadian international assistance exclusively on emergency humanitarian action, particularly in the event of a health crisis, major conflict, or natural disaster. It would liberalize trade with as many countries as possible.",5
People's Party,Foreign policy,"It would end development aid and focus Canada's international assistance solely on humanitarian emergencies ""in situations such as health emergencies, major conflicts and natural disasters."" It would liberalize trade with as many countries as possible.",5
People's Party,Foreign policy,"It would phase out development assistance and focus Canada's international assistance exclusively on humanitarian emergency response ""in cases such as health crises, major conflicts and natural disasters."" It would liberalize trade with as many countries as possible.",5
People's Party,Foreign policy,"It would eliminate development assistance and focus Canada's international assistance exclusively on emergency humanitarian action ""in cases such as health crises, major conflicts and natural disasters."" It would liberalize trade with as many countries as possible.",5
People's Party,Foreign policy,"It would gradually reduce development assistance and focus Canadian international assistance only on emergency humanitarian operations “in cases such as health crises, major conflicts and natural disasters.” It would liberalize trade with as many countries as possible.",5
People's Party,Foreign policy,"To ensure ""prosperity and security,"" the party says it would prioritize relations with the United States.",5
People's Party,Foreign policy,"To ensure ""efficiency and security,"" the party says it would prioritize relations with the U.S.",5
People's Party,Foreign policy,"To ensure ""prosperity and security,"" the party says it would prioritize relations with the United States.",5
People's Party,Foreign policy,"To ensure ""prosperity and security,"" the party said it would prioritize relations with the US.",5
People's Party,Foreign policy,"The party says it prioritizes relations with the United States to ensure ""prosperity and security.""",5
Liberal,Government spending,Liberals would cut public spending,0
Liberal,Government spending,Liberals would cut public spending,0
Liberal,Government spending,The Liberals want to reduce public spending,0
Liberal,Government spending,The Liberals will cut public spending,0
Liberal,Government spending,Liberals will cut public spending.,0
Liberal,Government spending,"They would limit the size of the civil service and attempt to improve the efficiency of government operations by ""harnessing AI and machine learning."" They would aim to balance government operating expenses within three years, while running a ""small deficit"" on capital spending.",0
Liberal,Government spending,"They would downsize the civil service and try to make government operations more efficient by “improving AI and machine learning.” They would aim to balance government spending within three years, while running a “small deficit” on capital spending.",0
Liberal,Government spending,"They would limit the size of the public sector and seek to streamline government operations by “leveraging AI and machine learning.” They would aim to balance the government’s operating expenses within three years, while running a “small deficit” on capital spending.",0
Liberal,Government spending,"They will spend on public service measures and try to make government operations more efficient by “using AI and machine learning.” They will aim to balance government operating spending within three years, while running a “small deficit” in capital spending.",0
Liberal,Government spending,"They will try to reduce the size of the public service and make government operations more efficient “by using AI and machine learning.” They will aim to balance the government’s operating spending within three years, while running a “small deficit” in capital spending.",0
Conservative,Government spending,Conservatives would cut government support for businesses and foreign aid,1
Conservative,Government spending,Conservatives would reduce government support for trade and foreign aid,1
Conservative,Government spending,Conservatives would cut government support for businesses and foreign aid,1
Conservative,Government spending,Conservatives will reduce government support for businesses and foreign aid,1
Conservative,Government spending,Conservatives would reduce government support for businesses and foreign aid.,1
Conservative,Government spending,They plan to withdraw funding from the CBC but maintain Radio-Canada,1
Conservative,Government spending,They plan to pay off CBC but maintain Radio-Canada,1
Conservative,Government spending,They plan to withdraw funding to CBC but keep Radio-Canada,1
Conservative,Government spending,They plan to defund the CBC but keep Radio-Canada,1
Conservative,Government spending,"They plan to refund the money to CBC, but maintain Radio-Canada.",1
Conservative,Government spending,They would reduce the federal civil service and demanded that civil servants be given clear missions and monitored to ensure they carry out their duties.,1
Conservative,Government spending,They would reduce the federal government workforce and have called for civil servants to be given open assignments and monitored to ensure they complete the job.,1
Conservative,Government spending,They would cut back on the federal public sector and have called for public employees to be given clear mandates and monitored to ensure they complete their tasks.,1
Conservative,Government spending,They would reduce federal public services and call for public servants to be given clear tasks and monitored to ensure they are doing their jobs.,1
Conservative,Government spending,They have called for cuts to the federal public service and for public employees to be given clear tasks and monitored to ensure they complete their tasks.,1
Conservative,Government spending,"The Conservatives do not intend to make ""major changes"" to the equalization program.",1
Conservative,Government spending,"The Conservatives have no plans to make ""major changes"" to the equalization plan.",1
Conservative,Government spending,"The Conservatives do not plan to make ""major changes"" to the equalization program.",1
Conservative,Government spending,"The Conservatives do not plan on making ""major changes"" to the equalization program.",1
Conservative,Government spending,"The Conservatives do not plan to make ""major changes"" to the equalization plan.",1
New Democrat,Government spending,"To increase government revenue, the party would eliminate bearer shares that conceal stock ownership and increase compliance funding for the Canada Revenue Agency's enforcement section, which deals with international and corporate taxes.",2
New Democrat,Government spending,"To increase government revenue, the party will eliminate shares that hide share ownership and increase compliance funding for the Canada Revenue Agency's enforcement unit that handles international and corporate taxes.",2
New Democrat,Government spending,"To increase government revenue, the party would eliminate bearer shares that hide share ownership and increase compliance funding to the Canada Revenue Agency's enforcement division that handles international and corporate taxation.",2
New Democrat,Government spending,"To increase government revenue, the party would eliminate bearer shares that hide share ownership and boost compliance funding for the enforcement division of the Canada Revenue Agency that deals with international and corporate taxation.",2
New Democrat,Government spending,"To increase government revenue, the party will eliminate bearer shares that hide ownership and increase compliance funding for the Canada Revenue Agency's enforcement arm, which handles international and corporate taxation.",2
New Democrat,Government spending,"The party says it will work to balance the budget, but would be willing to borrow ""if necessary"" to support Canadian families.",2
New Democrat,Government spending,"The party says it will strive to balance the budget, but will be willing to borrow ""when needed"" to support Canadian families.",2
New Democrat,Government spending,"The party says it would strive to balance the budget, but would be willing to borrow ""when necessary"" to support Canadian families.",2
New Democrat,Government spending,"The party said it would strive to balance the budget, but would be willing to borrow ""if necessary"" to support Canadian families.",2
New Democrat,Government spending,"The party says it will strive to balance the budget, but is prepared to borrow ""when necessary"" to support Canadian families.",2
Bloc Québécois,Government spending,The Bloc opposes the federal government imposing conditions on transfers to the provinces,3
Bloc Québécois,Government spending,The camp opposes the federal government's imposition of conditions on transfers to the provinces.,3
Bloc Québécois,Government spending,The bloc is against the federal government imposing conditions on transfers to provinces,3
Bloc Québécois,Government spending,The bloc is against the federal government forcing states to transfer to the provinces,3
Bloc Québécois,Government spending,The bloc opposes the central government imposing conditions on transfers to the provinces.,3
Bloc Québécois,Government spending,He would ask the federal government to transfer oversight of the public dental care program to Quebec.,3
Bloc Québécois,Government spending,It would ask the federal government to transfer management of the public dental care program to Quebec.,3
Bloc Québécois,Government spending,It would ask the federal government to transfer oversight of the public dental program to Quebec.,3
Bloc Québécois,Government spending,It would ask the federal government to transfer oversight of public dental care programs to Quebec.,3
Bloc Québécois,Government spending,It will ask the federal government to transfer oversight of the public dental care program to Quebec.,3
People's Party,Government spending,The party has not yet shared its campaign promises on this issue.,5
People's Party,Government spending,The party has yet to share its campaign promises on this issue.,5
People's Party,Government spending,The party has not yet shared its campaign promises on this issue.,5
People's Party,Government spending,The party has not yet fulfilled its campaign promises on this issue.,5
People's Party,Government spending,The party has yet to share its campaign promises on this issue.,5
Liberal,Housing,"In addition to eliminating the GST for first-time home buyers on new and extensively renovated homes under $1 million, they would create a stand-alone entity that would act as a developer overseeing the construction of affordable housing in Canada.",0
Liberal,Housing,"In addition to eliminating the GST for first-time homebuyers on new and most renovated homes under $1 million, they would create an independent corporation that would act as a developer overseeing the construction of affordable housing in Canada.",0
Liberal,Housing,"In addition to eliminating sales tax for first-time buyers of new and larger renovated homes under $1 million, they would create a stand-alone entity that would act as a developer overseeing the construction of affordable housing in Canada.",0
Liberal,Housing,"In addition to eliminating the GST for first-time home buyers on new and major renovations under $1 million, they will create an independent entity that will be the developer overseeing the development of affordable housing in Canada.",0
Liberal,Housing,They would eliminate the GST for first-time homebuyers on new and majorly renovated homes under $1 million and create a separate company that would act as a developer overseeing the construction of affordable housing in Canada.,0
Liberal,Housing,"This entity would provide $25 billion in debt financing and $1 billion in equity financing to innovative Canadian manufactured home builders. The Liberals would invest nearly $74 million to improve critical housing infrastructure, accelerate real estate development, and meet the growing demand for affordable housing in the North.",0
Liberal,Housing,"The agency would provide $25 billion in debt financing and $1 billion in equity financing to “new Canadian homebuilders.” The Liberals would invest nearly $74 million to improve critical housing infrastructure, accelerate housing development and help meet the growing demand for affordable housing in the country’s North.",0
Liberal,Housing,"That entity would provide $25 billion in debt financing and $1 billion in equity to ""innovative Canadian prefabricated home builders."" The Liberals would invest nearly $74 million to improve key housing infrastructure, accelerate housing development, and help meet the growing demand for affordable housing in the North.",0
Liberal,Housing,"The entity will provide $25 billion in debt financing and $1 billion in equity financing to “innovative Canadian prefabricated home builders.” The Liberals will invest nearly $74 million to improve critical housing infrastructure, accelerate housing construction and help meet the growing demand for affordable housing in the North.",0
Liberal,Housing,"The company will provide $25 billion in debt financing and $1 billion in equity financing to “innovative Canadian manufactured home builders.” The Liberals will invest nearly $74 million to improve critical housing infrastructure, accelerate housing development, and meet the growing demand for affordable housing in the North.",0
Liberal,Housing,"They would invest nearly $66 million to build, renovate and repair hundreds of additional homes across Nunavut, including for Indigenous peoples and underserved groups.",0
Liberal,Housing,"They would invest nearly $66 million to build, renovate and rehabilitate hundreds of more homes across Nunavut, including for Indigenous and underserved groups.",0
Liberal,Housing,"They would invest nearly $66 million to build, renovate and repair hundreds more homes across Nunavut, including for Indigenous peoples and vulnerable groups.",0
Liberal,Housing,"They will invest nearly $66 million to build, renovate and rehabilitate hundreds more homes in Nunavut, including for Indigenous Peoples and underserved groups.",0
Liberal,Housing,"They will invest nearly $66 million to build, renovate and repair hundreds of homes across Nunavut, including those for Indigenous peoples and disadvantaged groups.",0
Conservative,Housing,Conservatives would cut GST on new homes up to $1.3 million,1
Conservative,Housing,Conservatives would cut GST on new homes to $1.3 million,1
Conservative,Housing,The Conservatives would cut the sales tax on new homes by up to $1.3 million.,1
Conservative,Housing,The Conservatives will cut the GST on new homes up to $1.3 million,1
Conservative,Housing,The Conservatives will cut the GST on new homes to $1.3 million.,1
Conservative,Housing,They would tie federal funding to cities to the number of housing starts.,1
Conservative,Housing,They would link government funding to cities and the number of housing starts,1
Conservative,Housing,They would tie federal funding to cities to the number of housing starts,1
Conservative,Housing,They will link federal funds to cities and the number of housing starts,1
Conservative,Housing,They would link federal funding for cities to the number of housing starts.,1
Conservative,Housing,Cities or municipalities would have to increase the number of housing units they build by 15% each year; they would offer bonuses to municipalities that exceed this target.,1
Conservative,Housing,Cities or municipalities would be expected to increase the number of homes they build by 15 percent each year; they would offer bonuses to municipalities that exceed that target.,1
Conservative,Housing,Cities or municipalities are expected to increase the number of homes they build by 15 percent each year; they would offer bonuses to municipalities that exceed that target.,1
Conservative,Housing,Cities or municipalities will be expected to increase the number of homes they build by 15 per cent each year; they will offer bonuses to municipalities that exceed that target.,1
Conservative,Housing,Cities or municipalities are expected to increase the number of homes they build each year by 15 percent; they will offer bonuses to municipalities that exceed that target.,1
Conservative,Housing,They would sell 15% of the buildings owned by the federal government so that the land could be used to build affordable housing.,1
Conservative,Housing,They would sell 15 percent of government-owned buildings so that the land could be used to build affordable housing.,1
Conservative,Housing,They would sell off 15 percent of the federally owned buildings so the land can be used to build affordable housing.,1
Conservative,Housing,They will sell 15 percent of federally owned buildings so that the land can be used to build affordable homes.,1
Conservative,Housing,They will sell 15 percent of the buildings owned by the central government so that the land can be used to build affordable housing.,1
Conservative,Housing,"They would impose a NIMBY (not in my backyard) fine on municipalities that block construction due to ""blatant"" opposition from local residents.",1
Conservative,Housing,"They would implement NIMBY (not in my backyard) fines for municipalities that block construction because of ""significant"" opposition from local residents.",1
Conservative,Housing,"They would introduce NIMBY (not in my backyard) fines for municipalities that block construction due to ""obvious"" opposition from local residents.",1
Conservative,Housing,"They will implement NIMBY (not in my backyard) fines for municipalities that block development due to ""egregious"" opposition from local residents.",1
Conservative,Housing,"They will impose NIMBY (Not in My Backyard) fines on municipalities that block construction due to ""very strong"" opposition from local residents.",1
New Democrat,Housing,"The party would revamp and double the Public Land Acquisition Fund, investing $1 billion over five years to build more rent-controlled housing.",2
New Democrat,Housing,"The party re-authorized and doubled the Public Land Ownership Fund, investing $1 billion over five years to build more tax-controlled housing.",2
New Democrat,Housing,The party would reshape and double the public land acquisition fund and invest $1 billion over five years to build more rent-controlled housing.,2
New Democrat,Housing,"The party will redesign and double the Public Land Acquisition Fund, investing $1 billion over five years to build more controlled housing.",2
New Democrat,Housing,"The party will redesign and double the public land acquisition fund, investing $1 billion over five years to build rent-controlled housing.",2
New Democrat,Housing,"They would set aside all suitable federal Crown lands to build more than 100,000 rent-controlled housing units by 2035.",2
New Democrat,Housing,"They would allocate all suitable federal Crown land to build more than 100,000 rent-controlled homes by 2035.",2
New Democrat,Housing,"They would set aside all appropriate federal Crown land to build more than 100,000 rent-controlled housing units by 2035.",2
New Democrat,Housing,"They will set aside all suitable federal Crown land to build more than 100,000 controlled homes by 2035.",2
New Democrat,Housing,"They will set aside all suitable federal public lands to build more than 100,000 rent-controlled homes by 2035.",2
New Democrat,Housing,They would speed up approvals on federally owned land to build homes sooner,2
New Democrat,Housing,They would expedite the approval of federally owned land to build homes sooner.,2
New Democrat,Housing,They would expedite approvals on land owned by the federal government to build housing sooner.,2
New Democrat,Housing,They will speed up approvals on federally owned land to build homes faster,2
New Democrat,Housing,They will expedite approvals for building houses on federally owned land.,2
New Democrat,Housing,"They also say they would require CMHC to offer low-interest, government-backed mortgages.",2
New Democrat,Housing,"They also say they would require CMHC to offer low-interest, publicly backed mortgages",2
New Democrat,Housing,They also say they would require CMHC to offer low-interest loans with public guarantees.,2
New Democrat,Housing,They also said they would require CMHC to offer mortgages that are in the public interest.,2
New Democrat,Housing,They also say they will ask CMHC to offer publicly backed mortgages at lower interest rates.,2
New Democrat,Housing,"The New Democrats are promising more money for the Rent Protection Fund, a federal program that supports community housing projects.",2
New Democrat,Housing,The New Democrats are promising more money for the Tenancy Protection Fund - a government scheme that funds community housing projects.,2
New Democrat,Housing,The New Democrats are promising more money for the Rent Protection Fund – a federal program that supports housing projects in the community.,2
New Democrat,Housing,New Democrats are promising more money for the Rental Protection Fund - a federal program that supports community housing projects,2
New Democrat,Housing,"New Democrats are pledging more funding for the Rent Protection Fund, a federal program that supports social housing programs.",2
New Democrat,Housing,They say they would ban business owners from buying existing affordable rental properties and stop providing them with low-interest federal loans and mortgage insurance if they defraud tenants.,2
